0,1
3.6247823,-3.3062906
-3.1499524,3.0634465
-1.216872,1.19762
-2.398693,2.3592124
-2.4377923,2.4170437
3.6207042,-3.2435424
-2.6110806,2.5437326
3.2556355,-2.9469373
-2.775853,2.7084153
4.0222864,-3.632541
3.3950067,-3.057436
-2.7109249,2.6598659
2.7513096,-2.5052233
-2.9891224,2.947719
-2.69319,2.632359
1.1894015,-1.018755
-2.618015,2.5819001
-2.1021388,2.0360448
3.679688,-3.2952724
-2.3395548,2.3117924
3.811171,-3.4874043
1.4854469,-1.3071156
-2.312078,2.259187
3.5741491,-3.2338066
3.8176217,-3.4290056
3.1941142,-2.8821135
3.5666096,-3.2394333
-2.5118842,2.4592566
3.3235087,-2.992665
3.3826754,-3.062458
3.6175392,-3.2998588
-2.187076,2.1382215
3.7389681,-3.391938
-2.6958096,2.616764
2.7174673,-2.4582856
-2.6154718,2.5553994
3.7511222,-3.411133
-2.3855138,2.3325875
3.5987206,-3.2557263
3.713608,-3.38537
-2.180089,2.1396823
-2.2915447,2.1969364
3.724333,-3.3376415
-2.6470275,2.5876334
3.364406,-3.0240185
-2.047097,2.0159
-2.2236528,2.173538
3.09921,-2.8135102
3.029531,-2.7306988
3.3469815,-3.0254765
2.7064364,-2.4310353
3.4189112,-3.0994656
2.842106,-2.5679016
3.673278,-3.3445044
3.429304,-3.1395364
4.1490865,-3.7591257
-2.5298257,2.4942598
3.5474753,-3.1933131
3.8874507,-3.519411
3.255232,-2.9402401
3.8214557,-3.4676218
-2.1486058,2.0985599
-2.5322597,2.4564917
-2.6125045,2.569892
-2.57133,2.5339646
-2.5682335,2.5278294
3.882119,-3.519083
3.4747329,-3.1651435
-1.1994841,1.1778922
-1.3437192,1.3329132
-2.5485482,2.5103357
3.5394998,-3.1955009
3.2660508,-2.9623609
-2.0293374,1.9933066
3.8334167,-3.465281
2.7231483,-2.4444978
3.719861,-3.3532016
-2.6542337,2.6199195
3.111249,-2.7895765
0.5311631,-0.39245066
-2.3687022,2.3299587
-2.2671695,2.2437603
-2.3142343,2.294296
3.2340856,-2.9140868
3.642231,-3.2779334
-2.6257846,2.5858579
3.6914291,-3.3223886
3.4054747,-3.104216
-2.1597085,2.1278713
-2.371425,2.3183563
3.3778129,-3.03428
-1.7663218,1.693846
-2.5706728,2.5148554
3.3359451,-3.0116453
-2.0470958,2.0158985
-2.294787,2.257379
3.3814619,-3.0445943
-2.6262698,2.5829759
-2.54623,2.4733195
-2.4249847,2.3966556
-2.2958813,2.2569244
3.342129,-3.0298653
3.4275885,-3.126597
3.2732906,-2.9532325
2.9541786,-2.6830018
2.4955342,-2.2529414
2.647072,-2.365825
4.1721115,-3.7669725
-2.5402284,2.4993367
3.7625318,-3.4102516
-2.454845,2.4144902
2.1197486,-1.9171898
-2.438263,2.3767426
3.4828873,-3.1646214
2.8137186,-2.5446124
3.6154084,-3.280425
0.8741673,-0.7066438
3.4558046,-3.1066713
0.5443931,-0.43659267
-2.2912326,2.282964
2.4161558,-2.152299
3.6335433,-3.2751548
3.6692328,-3.3153906
